id,login,contributions,site_admin,type
11685886,Marcono1234,1,False,User
615085,mchv,1,False,User
1487713,mmynsted,1,False,User
6648274,mpetruska,1,False,User
313395,mzitnik,1,False,User
551485,melezov,1,False,User
1832216,markusjura,1,False,User
1765926,Duhemm,1,False,User
64285,magro,1,False,User
187044,martinmcnulty,1,False,User
